accepted,analytics,effective_points,length,number,points,story_ids,team_strength,velocity
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-05-11', 'feature', 0.0, 0], ['2015-05-11', 'bug', 0.0, 0], ['2015-05-11', 'chore', 0.0, 0], ['2015-05-11', 'release', 0.0, 0], ['2015-05-12', 'feature', 0.0, 0], ['2015-05-12', 'bug', 0.0, 0], ['2015-05-12', 'chore', 0.0, 0], ['2015-05-12', 'release', 0.0, 0], ['2015-05-13', 'feature', 1.0, 1], ['2015-05-13', 'bug', 0.0, 0], ['2015-05-13', 'chore', 0.0, 0], ['2015-05-13', 'release', 0.0, 0], ['2015-05-14', 'feature', 0.0, 1], ['2015-05-14', 'bug', 0.0, 0], ['2015-05-14', 'chore', 0.0, 3], ['2015-05-14', 'release', 0.0, 0], ['2015-05-15', 'feature', 0.0, 1], ['2015-05-15', 'bug', 0.0, 1], ['2015-05-15', 'chore', 0.0, 0], ['2015-05-15', 'release', 0.0, 0], ['2015-05-16', 'feature', 0.0, 0], ['2015-05-16', 'bug', 0.0, 0], ['2015-05-16', 'chore', 0.0, 0], ['2015-05-16', 'release', 0.0, 0], ['2015-05-17', 'feature', 0.0, 0], ['2015-05-17', 'bug', 0.0, 0], ['2015-05-17', 'chore', 0.0, 0], ['2015-05-17', 'release', 0.0, 0]]}","{'cycle_time': 100215000, 'stories_accepted': 7, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 2}",1.0,1,79,1,"[94197624, 94047466, 94546576, 94202132, 94615456, 90476838, 93066396]",1.0,10
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-05-18', 'feature', 7.0, 3], ['2015-05-18', 'bug', 0.0, 2], ['2015-05-18', 'chore', 0.0, 1], ['2015-05-18', 'release', 0.0, 0], ['2015-05-19', 'feature', 0.0, 0], ['2015-05-19', 'bug', 0.0, 0], ['2015-05-19', 'chore', 0.0, 0], ['2015-05-19', 'release', 0.0, 0], ['2015-05-20', 'feature', 0.0, 0], ['2015-05-20', 'bug', 0.0, 0], ['2015-05-20', 'chore', 0.0, 1], ['2015-05-20', 'release', 0.0, 0], ['2015-05-21', 'feature', 8.0, 5], ['2015-05-21', 'bug', 0.0, 0], ['2015-05-21', 'chore', 0.0, 2], ['2015-05-21', 'release', 0.0, 0], ['2015-05-22', 'feature', 1.0, 1], ['2015-05-22', 'bug', 0.0, 0], ['2015-05-22', 'chore', 0.0, 4], ['2015-05-22', 'release', 0.0, 0], ['2015-05-23', 'feature', 0.0, 0], ['2015-05-23', 'bug', 0.0, 0], ['2015-05-23', 'chore', 0.0, 0], ['2015-05-23', 'release', 0.0, 0], ['2015-05-24', 'feature', 0.0, 0], ['2015-05-24', 'bug', 0.0, 0], ['2015-05-24', 'chore', 0.0, 0], ['2015-05-24', 'release', 0.0, 0]]}","{'cycle_time': 91056000, 'stories_accepted': 19, 'rejection_rate': 9.090909, 'kind': 'analytics', 'bugs_created': 2}",16.0,1,80,16,"[94222918, 91621196, 94598074, 93358220, 93718276, 91563414, 95088852, 94116458, 95196182, 88572736, 94713704, 94877124, 95004048, 94627846, 94626090, 94713596, 95205028, 95271454, 94712466]",1.0,8
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-05-25', 'feature', 0.0, 0], ['2015-05-25', 'bug', 0.0, 0], ['2015-05-25', 'chore', 0.0, 0], ['2015-05-25', 'release', 0.0, 0], ['2015-05-26', 'feature', 6.0, 2], ['2015-05-26', 'bug', 0.0, 0], ['2015-05-26', 'chore', 0.0, 0], ['2015-05-26', 'release', 0.0, 0], ['2015-05-27', 'feature', 0.0, 0], ['2015-05-27', 'bug', 0.0, 0], ['2015-05-27', 'chore', 0.0, 2], ['2015-05-27', 'release', 0.0, 0], ['2015-05-28', 'feature', 0.0, 0], ['2015-05-28', 'bug', 0.0, 0], ['2015-05-28', 'chore', 0.0, 5], ['2015-05-28', 'release', 0.0, 0], ['2015-05-29', 'feature', 0.0, 0], ['2015-05-29', 'bug', 0.0, 0], ['2015-05-29', 'chore', 0.0, 0], ['2015-05-29', 'release', 0.0, 0], ['2015-05-30', 'feature', 0.0, 0], ['2015-05-30', 'bug', 0.0, 0], ['2015-05-30', 'chore', 0.0, 0], ['2015-05-30', 'release', 0.0, 0], ['2015-05-31', 'feature', 0.0, 0], ['2015-05-31', 'bug', 0.0, 0], ['2015-05-31', 'chore', 0.0, 0], ['2015-05-31', 'release', 0.0, 0]]}","{'cycle_time': 62542000, 'stories_accepted': 9, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 4}",7.5,1,81,6,"[94712796, 93869286, 95483298, 95483308, 95552738, 95096898, 95207888, 94688780, 95205112]",0.8,10
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-06-01', 'feature', 0.0, 0], ['2015-06-01', 'bug', 0.0, 0], ['2015-06-01', 'chore', 0.0, 1], ['2015-06-01', 'release', 0.0, 0], ['2015-06-02', 'feature', 0.0, 1], ['2015-06-02', 'bug', 0.0, 1], ['2015-06-02', 'chore', 0.0, 0], ['2015-06-02', 'release', 0.0, 0], ['2015-06-03', 'feature', 0.0, 0], ['2015-06-03', 'bug', 0.0, 0], ['2015-06-03', 'chore', 0.0, 1], ['2015-06-03', 'release', 0.0, 0], ['2015-06-04', 'feature', 0.0, 0], ['2015-06-04', 'bug', 0.0, 0], ['2015-06-04', 'chore', 0.0, 0], ['2015-06-04', 'release', 0.0, 0], ['2015-06-05', 'feature', 10.0, 5], ['2015-06-05', 'bug', 0.0, 1], ['2015-06-05', 'chore', 0.0, 0], ['2015-06-05', 'release', 0.0, 0], ['2015-06-06', 'feature', 0.0, 0], ['2015-06-06', 'bug', 0.0, 0], ['2015-06-06', 'chore', 0.0, 0], ['2015-06-06', 'release', 0.0, 0], ['2015-06-07', 'feature', 0.0, 0], ['2015-06-07', 'bug', 0.0, 0], ['2015-06-07', 'chore', 0.0, 0], ['2015-06-07', 'release', 0.0, 0]]}","{'cycle_time': 518637000, 'stories_accepted': 10, 'rejection_rate': 25.0, 'kind': 'analytics', 'bugs_created': 2}",10.0,1,82,10,"[95205014, 95634510, 95664106, 95931628, 93587846, 92079290, 95550578, 95458780, 93869364, 95189000]",1.0,8
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-06-08', 'feature', 0.0, 0], ['2015-06-08', 'bug', 0.0, 0], ['2015-06-08', 'chore', 0.0, 1], ['2015-06-08', 'release', 0.0, 0], ['2015-06-09', 'feature', 0.0, 0], ['2015-06-09', 'bug', 0.0, 1], ['2015-06-09', 'chore', 0.0, 4], ['2015-06-09', 'release', 0.0, 0], ['2015-06-10', 'feature', 6.0, 2], ['2015-06-10', 'bug', 0.0, 0], ['2015-06-10', 'chore', 0.0, 4], ['2015-06-10', 'release', 0.0, 0], ['2015-06-11', 'feature', 2.0, 3], ['2015-06-11', 'bug', 0.0, 0], ['2015-06-11', 'chore', 0.0, 0], ['2015-06-11', 'release', 0.0, 0], ['2015-06-12', 'feature', 0.0, 0], ['2015-06-12', 'bug', 0.0, 1], ['2015-06-12', 'chore', 0.0, 0], ['2015-06-12', 'release', 0.0, 0], ['2015-06-13', 'feature', 0.0, 0], ['2015-06-13', 'bug', 0.0, 0], ['2015-06-13', 'chore', 0.0, 0], ['2015-06-13', 'release', 0.0, 0], ['2015-06-14', 'feature', 12.0, 4], ['2015-06-14', 'bug', 0.0, 0], ['2015-06-14', 'chore', 0.0, 0], ['2015-06-14', 'release', 0.0, 0]]}","{'cycle_time': 124223000, 'stories_accepted': 20, 'rejection_rate': 9.090909, 'kind': 'analytics', 'bugs_created': 4}",20.0,1,83,20,"[96468836, 96508118, 96495254, 96593172, 96504012, 96220232, 95463414, 96222024, 96010984, 96696034, 96688792, 95579698, 96308676, 96601998, 96724548, 95584442, 93919326, 93919346, 91642850, 93920456]",1.0,11
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-06-15', 'feature', 0.0, 1], ['2015-06-15', 'bug', 0.0, 0], ['2015-06-15', 'chore', 0.0, 0], ['2015-06-15', 'release', 0.0, 0], ['2015-06-16', 'feature', 0.0, 0], ['2015-06-16', 'bug', 0.0, 0], ['2015-06-16', 'chore', 0.0, 0], ['2015-06-16', 'release', 0.0, 0], ['2015-06-17', 'feature', 1.0, 1], ['2015-06-17', 'bug', 0.0, 0], ['2015-06-17', 'chore', 0.0, 0], ['2015-06-17', 'release', 0.0, 0], ['2015-06-18', 'feature', 1.0, 1], ['2015-06-18', 'bug', 0.0, 0], ['2015-06-18', 'chore', 0.0, 0], ['2015-06-18', 'release', 0.0, 0], ['2015-06-19', 'feature', 2.0, 1], ['2015-06-19', 'bug', 0.0, 1], ['2015-06-19', 'chore', 0.0, 1], ['2015-06-19', 'release', 0.0, 0], ['2015-06-20', 'feature', 0.0, 0], ['2015-06-20', 'bug', 0.0, 0], ['2015-06-20', 'chore', 0.0, 0], ['2015-06-20', 'release', 0.0, 0], ['2015-06-21', 'feature', 0.0, 0], ['2015-06-21', 'bug', 0.0, 0], ['2015-06-21', 'chore', 0.0, 0], ['2015-06-21', 'release', 0.0, 0]]}","{'cycle_time': 345359000, 'stories_accepted': 6, 'rejection_rate': 20.0, 'kind': 'analytics', 'bugs_created': 2}",4.0,1,84,4,"[96811440, 97122542, 97232314, 94035130, 97420956, 96415928]",1.0,12
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-06-22', 'feature', 1.0, 1], ['2015-06-22', 'bug', 0.0, 0], ['2015-06-22', 'chore', 0.0, 2], ['2015-06-22', 'release', 0.0, 0], ['2015-06-23', 'feature', 13.0, 9], ['2015-06-23', 'bug', 0.0, 1], ['2015-06-23', 'chore', 0.0, 2], ['2015-06-23', 'release', 0.0, 1], ['2015-06-24', 'feature', 8.0, 5], ['2015-06-24', 'bug', 0.0, 2], ['2015-06-24', 'chore', 0.0, 0], ['2015-06-24', 'release', 0.0, 0], ['2015-06-25', 'feature', 0.0, 0], ['2015-06-25', 'bug', 0.0, 0], ['2015-06-25', 'chore', 0.0, 0], ['2015-06-25', 'release', 0.0, 0], ['2015-06-26', 'feature', 0.0, 0], ['2015-06-26', 'bug', 0.0, 0], ['2015-06-26', 'chore', 0.0, 1], ['2015-06-26', 'release', 0.0, 0], ['2015-06-27', 'feature', 0.0, 0], ['2015-06-27', 'bug', 0.0, 0], ['2015-06-27', 'chore', 0.0, 0], ['2015-06-27', 'release', 0.0, 0], ['2015-06-28', 'feature', 0.0, 0], ['2015-06-28', 'bug', 0.0, 0], ['2015-06-28', 'chore', 0.0, 0], ['2015-06-28', 'release', 0.0, 0]]}","{'cycle_time': 355060000, 'stories_accepted': 23, 'rejection_rate': 11.111111, 'kind': 'analytics', 'bugs_created': 6}",22.0,1,85,22,"[97438370, 97581952, 96726132, 97405092, 96332276, 97328742, 97555196, 97405108, 97403588, 96930436, 89460604, 96133554, 97349584, 91643024, 97250538, 93920538, 96801172, 97328712, 97328848, 97328802, 97561020, 97759678, 97421420, 97225572]",1.0,11
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-06-29', 'feature', 4.0, 3], ['2015-06-29', 'bug', 0.0, 0], ['2015-06-29', 'chore', 0.0, 0], ['2015-06-29', 'release', 0.0, 0], ['2015-06-30', 'feature', 3.0, 5], ['2015-06-30', 'bug', 0.0, 1], ['2015-06-30', 'chore', 0.0, 2], ['2015-06-30', 'release', 0.0, 0], ['2015-07-01', 'feature', 6.0, 4], ['2015-07-01', 'bug', 0.0, 0], ['2015-07-01', 'chore', 0.0, 3], ['2015-07-01', 'release', 0.0, 1], ['2015-07-02', 'feature', 3.0, 2], ['2015-07-02', 'bug', 0.0, 0], ['2015-07-02', 'chore', 0.0, 0], ['2015-07-02', 'release', 0.0, 0], ['2015-07-03', 'feature', 0.0, 0], ['2015-07-03', 'bug', 0.0, 0], ['2015-07-03', 'chore', 0.0, 0], ['2015-07-03', 'release', 0.0, 0], ['2015-07-04', 'feature', 0.0, 0], ['2015-07-04', 'bug', 0.0, 0], ['2015-07-04', 'chore', 0.0, 0], ['2015-07-04', 'release', 0.0, 0], ['2015-07-05', 'feature', 0.0, 0], ['2015-07-05', 'bug', 0.0, 0], ['2015-07-05', 'chore', 0.0, 0], ['2015-07-05', 'release', 0.0, 0]]}","{'cycle_time': 153600000, 'stories_accepted': 20, 'rejection_rate': 13.333333, 'kind': 'analytics', 'bugs_created': 4}",16.0,1,86,16,"[97328860, 97328892, 97328938, 97772836, 97255178, 97587148, 98125470, 97405168, 98036222, 97684304, 97852378, 97909284, 98208726, 97818630, 97907894, 97909296, 97657552, 97832822, 95199966, 88572368, 95930102]",1.0,15
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-07-06', 'feature', 3.0, 2], ['2015-07-06', 'bug', 0.0, 0], ['2015-07-06', 'chore', 0.0, 0], ['2015-07-06', 'release', 0.0, 0], ['2015-07-07', 'feature', 7.0, 5], ['2015-07-07', 'bug', 0.0, 1], ['2015-07-07', 'chore', 0.0, 2], ['2015-07-07', 'release', 0.0, 0], ['2015-07-08', 'feature', 0.0, 0], ['2015-07-08', 'bug', 0.0, 0], ['2015-07-08', 'chore', 0.0, 1], ['2015-07-08', 'release', 0.0, 0], ['2015-07-09', 'feature', 0.0, 0], ['2015-07-09', 'bug', 0.0, 0], ['2015-07-09', 'chore', 0.0, 2], ['2015-07-09', 'release', 0.0, 0], ['2015-07-10', 'feature', 21.0, 9], ['2015-07-10', 'bug', 0.0, 3], ['2015-07-10', 'chore', 0.0, 2], ['2015-07-10', 'release', 0.0, 0], ['2015-07-11', 'feature', 0.0, 0], ['2015-07-11', 'bug', 0.0, 0], ['2015-07-11', 'chore', 0.0, 0], ['2015-07-11', 'release', 0.0, 0], ['2015-07-12', 'feature', 0.0, 0], ['2015-07-12', 'bug', 0.0, 0], ['2015-07-12', 'chore', 0.0, 0], ['2015-07-12', 'release', 0.0, 0]]}","{'cycle_time': 368185000, 'stories_accepted': 27, 'rejection_rate': 5.0, 'kind': 'analytics', 'bugs_created': 3}",31.0,1,87,31,"[94636274, 88572382, 98510562, 98510142, 91529600, 97778902, 98574826, 98058920, 98058952, 98058972, 97907314, 98755470, 98764200, 98509734, 98509710, 98059016, 98058994, 98848148, 98509752, 97679986, 97753192, 98327500, 98316752, 98329310, 98209102, 98859492, 97926768]",1.0,14
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-07-13', 'feature', 0.0, 3], ['2015-07-13', 'bug', 0.0, 0], ['2015-07-13', 'chore', 0.0, 0], ['2015-07-13', 'release', 0.0, 0], ['2015-07-14', 'feature', 0.0, 0], ['2015-07-14', 'bug', 0.0, 0], ['2015-07-14', 'chore', 0.0, 0], ['2015-07-14', 'release', 0.0, 0], ['2015-07-15', 'feature', 30.0, 18], ['2015-07-15', 'bug', 0.0, 2], ['2015-07-15', 'chore', 0.0, 1], ['2015-07-15', 'release', 0.0, 2], ['2015-07-16', 'feature', 0.0, 0], ['2015-07-16', 'bug', 0.0, 0], ['2015-07-16', 'chore', 0.0, 1], ['2015-07-16', 'release', 0.0, 0], ['2015-07-17', 'feature', 0.0, 0], ['2015-07-17', 'bug', 0.0, 0], ['2015-07-17', 'chore', 0.0, 0], ['2015-07-17', 'release', 0.0, 0], ['2015-07-18', 'feature', 0.0, 0], ['2015-07-18', 'bug', 0.0, 0], ['2015-07-18', 'chore', 0.0, 0], ['2015-07-18', 'release', 0.0, 0], ['2015-07-19', 'feature', 0.0, 0], ['2015-07-19', 'bug', 0.0, 0], ['2015-07-19', 'chore', 0.0, 0], ['2015-07-19', 'release', 0.0, 0]]}","{'cycle_time': 513263000, 'stories_accepted': 25, 'rejection_rate': 13.043478, 'kind': 'analytics', 'bugs_created': 5}",30.0,1,88,30,"[98977848, 98978128, 98978020, 99093096, 98120310, 98856908, 98327626, 98326716, 98326914, 98326584, 98327690, 98331008, 98328066, 98330944, 98329372, 98328576, 98328344, 98328184, 98328150, 98027948, 98687412, 98334962, 98583896, 98331380, 98849862, 98509720, 99070392]",1.0,23
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-07-20', 'feature', 0.0, 0], ['2015-07-20', 'bug', 0.0, 1], ['2015-07-20', 'chore', 0.0, 0], ['2015-07-20', 'release', 0.0, 0], ['2015-07-21', 'feature', 5.0, 2], ['2015-07-21', 'bug', 0.0, 0], ['2015-07-21', 'chore', 0.0, 2], ['2015-07-21', 'release', 0.0, 0], ['2015-07-22', 'feature', 11.0, 4], ['2015-07-22', 'bug', 0.0, 0], ['2015-07-22', 'chore', 0.0, 0], ['2015-07-22', 'release', 0.0, 0], ['2015-07-23', 'feature', 0.0, 0], ['2015-07-23', 'bug', 0.0, 0], ['2015-07-23', 'chore', 0.0, 0], ['2015-07-23', 'release', 0.0, 0], ['2015-07-24', 'feature', 15.0, 10], ['2015-07-24', 'bug', 0.0, 1], ['2015-07-24', 'chore', 0.0, 0], ['2015-07-24', 'release', 0.0, 0], ['2015-07-25', 'feature', 0.0, 0], ['2015-07-25', 'bug', 0.0, 0], ['2015-07-25', 'chore', 0.0, 0], ['2015-07-25', 'release', 0.0, 0], ['2015-07-26', 'feature', 0.0, 0], ['2015-07-26', 'bug', 0.0, 0], ['2015-07-26', 'chore', 0.0, 0], ['2015-07-26', 'release', 0.0, 0]]}","{'cycle_time': 758779500, 'stories_accepted': 20, 'rejection_rate': 11.111111, 'kind': 'analytics', 'bugs_created': 8}",31.0,1,89,31,"[99344554, 99270966, 99066694, 99067422, 98128438, 97770302, 97328978, 97328966, 97328920, 98978078, 98978372, 98978378, 98977896, 98978072, 98614932, 98978076, 98978376, 98688776, 99433450, 99433414]",1.0,25
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-07-27', 'feature', 3.0, 2], ['2015-07-27', 'bug', 0.0, 4], ['2015-07-27', 'chore', 0.0, 2], ['2015-07-27', 'release', 0.0, 0], ['2015-07-28', 'feature', 1.0, 2], ['2015-07-28', 'bug', 0.0, 0], ['2015-07-28', 'chore', 0.0, 0], ['2015-07-28', 'release', 0.0, 0], ['2015-07-29', 'feature', 17.0, 9], ['2015-07-29', 'bug', 0.0, 1], ['2015-07-29', 'chore', 0.0, 2], ['2015-07-29', 'release', 0.0, 0], ['2015-07-30', 'feature', 2.0, 2], ['2015-07-30', 'bug', 0.0, 0], ['2015-07-30', 'chore', 0.0, 3], ['2015-07-30', 'release', 0.0, 0], ['2015-07-31', 'feature', 8.0, 5], ['2015-07-31', 'bug', 0.0, 1], ['2015-07-31', 'chore', 0.0, 0], ['2015-07-31', 'release', 0.0, 0], ['2015-08-01', 'feature', 0.0, 0], ['2015-08-01', 'bug', 0.0, 0], ['2015-08-01', 'chore', 0.0, 0], ['2015-08-01', 'release', 0.0, 0], ['2015-08-02', 'feature', 0.0, 0], ['2015-08-02', 'bug', 0.0, 0], ['2015-08-02', 'chore', 0.0, 0], ['2015-08-02', 'release', 0.0, 0]]}","{'cycle_time': 320868000, 'stories_accepted': 33, 'rejection_rate': 3.846154, 'kind': 'analytics', 'bugs_created': 5}",31.0,1,90,31,"[99555792, 99269906, 99751638, 99920300, 99188896, 98156318, 98614942, 99189180, 99796096, 100037592, 100143774, 100144184, 94627828, 99740004, 99740018, 99740040, 99740064, 99738586, 96116066, 98156764, 98156312, 99066324, 100131476, 100134842, 98987988, 100259984, 98978336, 100228724, 99929594, 100143260, 98842526, 99659682, 99633782]",1.0,30
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-08-03', 'feature', 12.0, 8], ['2015-08-03', 'bug', 0.0, 2], ['2015-08-03', 'chore', 0.0, 0], ['2015-08-03', 'release', 0.0, 0], ['2015-08-04', 'feature', 0.0, 0], ['2015-08-04', 'bug', 0.0, 0], ['2015-08-04', 'chore', 0.0, 1], ['2015-08-04', 'release', 0.0, 0], ['2015-08-05', 'feature', 1.0, 1], ['2015-08-05', 'bug', 0.0, 0], ['2015-08-05', 'chore', 0.0, 0], ['2015-08-05', 'release', 0.0, 0], ['2015-08-06', 'feature', 0.0, 0], ['2015-08-06', 'bug', 0.0, 0], ['2015-08-06', 'chore', 0.0, 1], ['2015-08-06', 'release', 0.0, 0], ['2015-08-07', 'feature', 0.0, 0], ['2015-08-07', 'bug', 0.0, 1], ['2015-08-07', 'chore', 0.0, 0], ['2015-08-07', 'release', 0.0, 0], ['2015-08-08', 'feature', 0.0, 0], ['2015-08-08', 'bug', 0.0, 0], ['2015-08-08', 'chore', 0.0, 0], ['2015-08-08', 'release', 0.0, 0], ['2015-08-09', 'feature', 0.0, 0], ['2015-08-09', 'bug', 0.0, 0], ['2015-08-09', 'chore', 0.0, 0], ['2015-08-09', 'release', 0.0, 0]]}","{'cycle_time': 463001500, 'stories_accepted': 14, 'rejection_rate': 8.333333, 'kind': 'analytics', 'bugs_created': 2}",13.0,1,91,13,"[99479992, 94851742, 100245270, 98155606, 98156130, 98127770, 96481326, 99740078, 94719748, 99740204, 100544528, 100143662, 99743700, 99745628]",1.0,30
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-08-10', 'feature', 15.0, 8], ['2015-08-10', 'bug', 0.0, 3], ['2015-08-10', 'chore', 0.0, 3], ['2015-08-10', 'release', 0.0, 1], ['2015-08-11', 'feature', 0.0, 0], ['2015-08-11', 'bug', 0.0, 0], ['2015-08-11', 'chore', 0.0, 0], ['2015-08-11', 'release', 0.0, 0], ['2015-08-12', 'feature', 11.0, 8], ['2015-08-12', 'bug', 0.0, 0], ['2015-08-12', 'chore', 0.0, 1], ['2015-08-12', 'release', 0.0, 0], ['2015-08-13', 'feature', 0.0, 0], ['2015-08-13', 'bug', 0.0, 0], ['2015-08-13', 'chore', 0.0, 2], ['2015-08-13', 'release', 0.0, 0], ['2015-08-14', 'feature', 6.0, 4], ['2015-08-14', 'bug', 0.0, 1], ['2015-08-14', 'chore', 0.0, 1], ['2015-08-14', 'release', 0.0, 0], ['2015-08-15', 'feature', 0.0, 0], ['2015-08-15', 'bug', 0.0, 0], ['2015-08-15', 'chore', 0.0, 0], ['2015-08-15', 'release', 0.0, 0], ['2015-08-16', 'feature', 0.0, 0], ['2015-08-16', 'bug', 0.0, 0], ['2015-08-16', 'chore', 0.0, 0], ['2015-08-16', 'release', 0.0, 0]]}","{'cycle_time': 374196000, 'stories_accepted': 31, 'rejection_rate': 8.333333, 'kind': 'analytics', 'bugs_created': 4}",32.0,1,92,32,"[100344028, 100786948, 100480768, 99449778, 100987584, 98242592, 98242586, 98242576, 96142292, 100066722, 99661174, 100476824, 100481786, 96245208, 100573032, 100257616, 100231820, 91981394, 100611746, 100433438, 98978220, 98978272, 100479154, 99480078, 100745804, 101171036, 101123674, 101095268, 98978368, 100601012, 100259808, 101297474]",1.0,25
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-08-17', 'feature', 6.0, 6], ['2015-08-17', 'bug', 0.0, 2], ['2015-08-17', 'chore', 0.0, 1], ['2015-08-17', 'release', 0.0, 1], ['2015-08-18', 'feature', 12.0, 8], ['2015-08-18', 'bug', 0.0, 1], ['2015-08-18', 'chore', 0.0, 0], ['2015-08-18', 'release', 0.0, 0], ['2015-08-19', 'feature', 0.0, 0], ['2015-08-19', 'bug', 0.0, 0], ['2015-08-19', 'chore', 0.0, 1], ['2015-08-19', 'release', 0.0, 0], ['2015-08-20', 'feature', 17.0, 11], ['2015-08-20', 'bug', 0.0, 0], ['2015-08-20', 'chore', 0.0, 1], ['2015-08-20', 'release', 0.0, 0], ['2015-08-21', 'feature', 0.0, 0], ['2015-08-21', 'bug', 0.0, 0], ['2015-08-21', 'chore', 0.0, 3], ['2015-08-21', 'release', 0.0, 0], ['2015-08-22', 'feature', 0.0, 0], ['2015-08-22', 'bug', 0.0, 0], ['2015-08-22', 'chore', 0.0, 0], ['2015-08-22', 'release', 0.0, 0], ['2015-08-23', 'feature', 0.0, 0], ['2015-08-23', 'bug', 0.0, 0], ['2015-08-23', 'chore', 0.0, 0], ['2015-08-23', 'release', 0.0, 0]]}","{'cycle_time': 343531500, 'stories_accepted': 34, 'rejection_rate': 14.285714, 'kind': 'analytics', 'bugs_created': 7}",35.0,1,93,35,"[98028018, 100589702, 101427062, 101006998, 100956926, 100245910, 101007088, 101148998, 101006820, 100956334, 100700270, 75747338, 99660356, 100999960, 101095068, 101510068, 100334496, 100245928, 101299120, 101552268, 101308280, 84810910, 99660228, 100433220, 98978092, 98978096, 98978090, 98978082, 98978098, 98978150, 100329018, 101724750, 101734812, 101710382, 100687746]",1.0,25
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-08-24', 'feature', 0.0, 0], ['2015-08-24', 'bug', 0.0, 0], ['2015-08-24', 'chore', 0.0, 0], ['2015-08-24', 'release', 0.0, 0], ['2015-08-25', 'feature', 4.0, 4], ['2015-08-25', 'bug', 0.0, 0], ['2015-08-25', 'chore', 0.0, 1], ['2015-08-25', 'release', 0.0, 0], ['2015-08-26', 'feature', 13.0, 6], ['2015-08-26', 'bug', 0.0, 3], ['2015-08-26', 'chore', 0.0, 0], ['2015-08-26', 'release', 0.0, 0], ['2015-08-27', 'feature', 6.0, 6], ['2015-08-27', 'bug', 0.0, 2], ['2015-08-27', 'chore', 0.0, 2], ['2015-08-27', 'release', 0.0, 0], ['2015-08-28', 'feature', 5.0, 2], ['2015-08-28', 'bug', 0.0, 0], ['2015-08-28', 'chore', 0.0, 0], ['2015-08-28', 'release', 0.0, 0], ['2015-08-29', 'feature', 0.0, 0], ['2015-08-29', 'bug', 0.0, 0], ['2015-08-29', 'chore', 0.0, 0], ['2015-08-29', 'release', 0.0, 0], ['2015-08-30', 'feature', 0.0, 0], ['2015-08-30', 'bug', 0.0, 0], ['2015-08-30', 'chore', 0.0, 0], ['2015-08-30', 'release', 0.0, 0]]}","{'cycle_time': 732387500, 'stories_accepted': 26, 'rejection_rate': 13.043478, 'kind': 'analytics', 'bugs_created': 6}",28.0,1,94,28,"[101992498, 101915066, 101459190, 97758728, 100326826, 101000378, 98242606, 101171118, 98242598, 101074848, 100033484, 101459084, 101730164, 99740512, 101733112, 102027976, 101817290, 102098902, 98978236, 98978112, 98978238, 98978084, 100611896, 102000672, 98156264, 101296664]",1.0,26
