accepted,analytics,effective_points,length,number,points,story_ids,team_strength,velocity
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-05-19', 'feature', 2.0, 2], ['2014-05-19', 'bug', 0.0, 0], ['2014-05-19', 'chore', 0.0, 1], ['2014-05-19', 'release', 0.0, 0], ['2014-05-20', 'feature', 0.0, 0], ['2014-05-20', 'bug', 0.0, 0], ['2014-05-20', 'chore', 0.0, 0], ['2014-05-20', 'release', 0.0, 0], ['2014-05-21', 'feature', 0.0, 0], ['2014-05-21', 'bug', 0.0, 0], ['2014-05-21', 'chore', 0.0, 0], ['2014-05-21', 'release', 0.0, 0], ['2014-05-22', 'feature', 0.0, 0], ['2014-05-22', 'bug', 0.0, 0], ['2014-05-22', 'chore', 0.0, 0], ['2014-05-22', 'release', 0.0, 0], ['2014-05-23', 'feature', 0.0, 0], ['2014-05-23', 'bug', 0.0, 0], ['2014-05-23', 'chore', 0.0, 0], ['2014-05-23', 'release', 0.0, 0], ['2014-05-24', 'feature', 0.0, 0], ['2014-05-24', 'bug', 0.0, 0], ['2014-05-24', 'chore', 0.0, 0], ['2014-05-24', 'release', 0.0, 0], ['2014-05-25', 'feature', 0.0, 0], ['2014-05-25', 'bug', 0.0, 0], ['2014-05-25', 'chore', 0.0, 0], ['2014-05-25', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 3, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 0}",3.846153846153846,1,28,2,"[65993822, 71109702, 66986818]",0.52,8
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-05-26', 'feature', 0.0, 0], ['2014-05-26', 'bug', 0.0, 0], ['2014-05-26', 'chore', 0.0, 0], ['2014-05-26', 'release', 0.0, 0], ['2014-05-27', 'feature', 0.0, 0], ['2014-05-27', 'bug', 0.0, 0], ['2014-05-27', 'chore', 0.0, 0], ['2014-05-27', 'release', 0.0, 0], ['2014-05-28', 'feature', 1.0, 1], ['2014-05-28', 'bug', 0.0, 0], ['2014-05-28', 'chore', 0.0, 1], ['2014-05-28', 'release', 0.0, 0], ['2014-05-29', 'feature', 1.0, 1], ['2014-05-29', 'bug', 0.0, 0], ['2014-05-29', 'chore', 0.0, 2], ['2014-05-29', 'release', 0.0, 0], ['2014-05-30', 'feature', 1.0, 1], ['2014-05-30', 'bug', 0.0, 0], ['2014-05-30', 'chore', 0.0, 0], ['2014-05-30', 'release', 0.0, 0], ['2014-05-31', 'feature', 0.0, 0], ['2014-05-31', 'bug', 0.0, 0], ['2014-05-31', 'chore', 0.0, 0], ['2014-05-31', 'release', 0.0, 0], ['2014-06-01', 'feature', 0.0, 0], ['2014-06-01', 'bug', 0.0, 0], ['2014-06-01', 'chore', 0.0, 0], ['2014-06-01', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 6, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 2}",3.9473684210526314,1,29,3,"[70726110, 70973990, 72105026, 72273202, 70326302, 72312812]",0.76,7
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-06-02', 'feature', 3.0, 2], ['2014-06-02', 'bug', 0.0, 0], ['2014-06-02', 'chore', 0.0, 0], ['2014-06-02', 'release', 0.0, 0], ['2014-06-03', 'feature', 0.0, 0], ['2014-06-03', 'bug', 0.0, 0], ['2014-06-03', 'chore', 0.0, 0], ['2014-06-03', 'release', 0.0, 0], ['2014-06-04', 'feature', 0.0, 0], ['2014-06-04', 'bug', 0.0, 0], ['2014-06-04', 'chore', 0.0, 0], ['2014-06-04', 'release', 0.0, 0], ['2014-06-05', 'feature', 4.0, 4], ['2014-06-05', 'bug', 0.0, 0], ['2014-06-05', 'chore', 0.0, 1], ['2014-06-05', 'release', 0.0, 0], ['2014-06-06', 'feature', 0.0, 0], ['2014-06-06', 'bug', 0.0, 0], ['2014-06-06', 'chore', 0.0, 0], ['2014-06-06', 'release', 0.0, 0], ['2014-06-07', 'feature', 0.0, 0], ['2014-06-07', 'bug', 0.0, 0], ['2014-06-07', 'chore', 0.0, 0], ['2014-06-07', 'release', 0.0, 0], ['2014-06-08', 'feature', 0.0, 0], ['2014-06-08', 'bug', 0.0, 0], ['2014-06-08', 'chore', 0.0, 0], ['2014-06-08', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 7, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 4}",7.526881720430107,1,30,7,"[71858994, 72466652, 72716056, 71185662, 72486664, 72458736, 62085266]",0.93,5
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-06-09', 'feature', 0.0, 1], ['2014-06-09', 'bug', 0.0, 1], ['2014-06-09', 'chore', 0.0, 0], ['2014-06-09', 'release', 0.0, 0], ['2014-06-10', 'feature', 3.0, 3], ['2014-06-10', 'bug', 0.0, 5], ['2014-06-10', 'chore', 0.0, 0], ['2014-06-10', 'release', 0.0, 0], ['2014-06-11', 'feature', 12.0, 6], ['2014-06-11', 'bug', 0.0, 2], ['2014-06-11', 'chore', 0.0, 5], ['2014-06-11', 'release', 0.0, 0], ['2014-06-12', 'feature', 6.0, 3], ['2014-06-12', 'bug', 0.0, 0], ['2014-06-12', 'chore', 0.0, 0], ['2014-06-12', 'release', 0.0, 0], ['2014-06-13', 'feature', 0.0, 0], ['2014-06-13', 'bug', 0.0, 0], ['2014-06-13', 'chore', 0.0, 2], ['2014-06-13', 'release', 0.0, 0], ['2014-06-14', 'feature', 0.0, 0], ['2014-06-14', 'bug', 0.0, 0], ['2014-06-14', 'chore', 0.0, 1], ['2014-06-14', 'release', 0.0, 0], ['2014-06-15', 'feature', 0.0, 0], ['2014-06-15', 'bug', 0.0, 0], ['2014-06-15', 'chore', 0.0, 0], ['2014-06-15', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 29, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 3}",23.333333333333332,1,31,21,"[72758866, 69904516, 70452708, 66621702, 72457474, 71187928, 61077500, 59776002, 69144598, 72717508, 72929204, 70727746, 72374480, 72376106, 65742514, 71591118, 72375740, 72930238, 72991988, 71066352, 72364708, 72354178, 73101402, 73080910, 70689810, 72466378, 72570686, 73223980, 73144340]",0.9,5
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-06-16', 'feature', 0.0, 0], ['2014-06-16', 'bug', 0.0, 0], ['2014-06-16', 'chore', 0.0, 0], ['2014-06-16', 'release', 0.0, 0], ['2014-06-17', 'feature', 0.0, 0], ['2014-06-17', 'bug', 0.0, 0], ['2014-06-17', 'chore', 0.0, 0], ['2014-06-17', 'release', 0.0, 0], ['2014-06-18', 'feature', 0.0, 0], ['2014-06-18', 'bug', 0.0, 0], ['2014-06-18', 'chore', 0.0, 2], ['2014-06-18', 'release', 0.0, 0], ['2014-06-19', 'feature', 8.0, 3], ['2014-06-19', 'bug', 0.0, 1], ['2014-06-19', 'chore', 0.0, 2], ['2014-06-19', 'release', 0.0, 0], ['2014-06-20', 'feature', 0.0, 0], ['2014-06-20', 'bug', 0.0, 0], ['2014-06-20', 'chore', 0.0, 0], ['2014-06-20', 'release', 0.0, 0], ['2014-06-21', 'feature', 0.0, 0], ['2014-06-21', 'bug', 0.0, 0], ['2014-06-21', 'chore', 0.0, 0], ['2014-06-21', 'release', 0.0, 0], ['2014-06-22', 'feature', 0.0, 0], ['2014-06-22', 'bug', 0.0, 0], ['2014-06-22', 'chore', 0.0, 0], ['2014-06-22', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 8, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 4}",8.0,1,32,8,"[68653578, 73513652, 72732806, 73561078, 73558386, 73357316, 70811750, 72233564]",1.0,11
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-06-23', 'feature', 6.0, 2], ['2014-06-23', 'bug', 0.0, 0], ['2014-06-23', 'chore', 0.0, 3], ['2014-06-23', 'release', 0.0, 1], ['2014-06-24', 'feature', 0.0, 0], ['2014-06-24', 'bug', 0.0, 0], ['2014-06-24', 'chore', 0.0, 1], ['2014-06-24', 'release', 0.0, 0], ['2014-06-25', 'feature', 0.0, 0], ['2014-06-25', 'bug', 0.0, 0], ['2014-06-25', 'chore', 0.0, 0], ['2014-06-25', 'release', 0.0, 0], ['2014-06-26', 'feature', 0.0, 0], ['2014-06-26', 'bug', 0.0, 1], ['2014-06-26', 'chore', 0.0, 0], ['2014-06-26', 'release', 0.0, 0], ['2014-06-27', 'feature', 2.0, 1], ['2014-06-27', 'bug', 0.0, 0], ['2014-06-27', 'chore', 0.0, 2], ['2014-06-27', 'release', 0.0, 0], ['2014-06-28', 'feature', 0.0, 0], ['2014-06-28', 'bug', 0.0, 0], ['2014-06-28', 'chore', 0.0, 0], ['2014-06-28', 'release', 0.0, 0], ['2014-06-29', 'feature', 0.0, 0], ['2014-06-29', 'bug', 0.0, 0], ['2014-06-29', 'chore', 0.0, 0], ['2014-06-29', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 10, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 3}",8.0,1,33,8,"[72576940, 73560270, 73556684, 73151580, 62405674, 70721334, 71158468, 73729518, 74010728, 74010076, 72738194]",1.0,12
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-06-30', 'feature', 1.0, 1], ['2014-06-30', 'bug', 0.0, 0], ['2014-06-30', 'chore', 0.0, 1], ['2014-06-30', 'release', 0.0, 0], ['2014-07-01', 'feature', 0.0, 0], ['2014-07-01', 'bug', 0.0, 0], ['2014-07-01', 'chore', 0.0, 1], ['2014-07-01', 'release', 0.0, 0], ['2014-07-02', 'feature', 4.0, 5], ['2014-07-02', 'bug', 0.0, 0], ['2014-07-02', 'chore', 0.0, 2], ['2014-07-02', 'release', 0.0, 0], ['2014-07-03', 'feature', 2.0, 2], ['2014-07-03', 'bug', 0.0, 0], ['2014-07-03', 'chore', 0.0, 0], ['2014-07-03', 'release', 0.0, 0], ['2014-07-04', 'feature', 0.0, 0], ['2014-07-04', 'bug', 0.0, 0], ['2014-07-04', 'chore', 0.0, 0], ['2014-07-04', 'release', 0.0, 0], ['2014-07-05', 'feature', 0.0, 0], ['2014-07-05', 'bug', 0.0, 0], ['2014-07-05', 'chore', 0.0, 0], ['2014-07-05', 'release', 0.0, 0], ['2014-07-06', 'feature', 0.0, 0], ['2014-07-06', 'bug', 0.0, 0], ['2014-07-06', 'chore', 0.0, 0], ['2014-07-06', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 12, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 5}",10.44776119402985,1,34,7,"[74184720, 72120786, 74242904, 74271702, 73783876, 72121112, 72121062, 73150748, 62015812, 74352632, 73933116, 74197114]",0.67,13
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-07-07', 'feature', 0.0, 0], ['2014-07-07', 'bug', 0.0, 0], ['2014-07-07', 'chore', 0.0, 1], ['2014-07-07', 'release', 0.0, 0], ['2014-07-08', 'feature', 1.0, 1], ['2014-07-08', 'bug', 0.0, 0], ['2014-07-08', 'chore', 0.0, 0], ['2014-07-08', 'release', 0.0, 0], ['2014-07-09', 'feature', 0.0, 0], ['2014-07-09', 'bug', 0.0, 1], ['2014-07-09', 'chore', 0.0, 0], ['2014-07-09', 'release', 0.0, 0], ['2014-07-10', 'feature', 3.0, 3], ['2014-07-10', 'bug', 0.0, 0], ['2014-07-10', 'chore', 0.0, 1], ['2014-07-10', 'release', 0.0, 0], ['2014-07-11', 'feature', 0.0, 0], ['2014-07-11', 'bug', 0.0, 0], ['2014-07-11', 'chore', 0.0, 0], ['2014-07-11', 'release', 0.0, 0], ['2014-07-12', 'feature', 0.0, 0], ['2014-07-12', 'bug', 0.0, 0], ['2014-07-12', 'chore', 0.0, 0], ['2014-07-12', 'release', 0.0, 0], ['2014-07-13', 'feature', 0.0, 0], ['2014-07-13', 'bug', 0.0, 0], ['2014-07-13', 'chore', 0.0, 0], ['2014-07-13', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 7, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 3}",4.0,1,35,4,"[74417376, 73583378, 68325788, 74743486, 74324534, 73150600, 71827594]",1.0,8
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-07-14', 'feature', 1.0, 2], ['2014-07-14', 'bug', 0.0, 0], ['2014-07-14', 'chore', 0.0, 1], ['2014-07-14', 'release', 0.0, 0], ['2014-07-15', 'feature', 1.0, 1], ['2014-07-15', 'bug', 0.0, 0], ['2014-07-15', 'chore', 0.0, 1], ['2014-07-15', 'release', 0.0, 0], ['2014-07-16', 'feature', 2.0, 2], ['2014-07-16', 'bug', 0.0, 2], ['2014-07-16', 'chore', 0.0, 1], ['2014-07-16', 'release', 0.0, 0], ['2014-07-17', 'feature', 2.0, 2], ['2014-07-17', 'bug', 0.0, 0], ['2014-07-17', 'chore', 0.0, 0], ['2014-07-17', 'release', 0.0, 0], ['2014-07-18', 'feature', 0.0, 0], ['2014-07-18', 'bug', 0.0, 1], ['2014-07-18', 'chore', 0.0, 0], ['2014-07-18', 'release', 0.0, 0], ['2014-07-19', 'feature', 0.0, 0], ['2014-07-19', 'bug', 0.0, 0], ['2014-07-19', 'chore', 0.0, 0], ['2014-07-19', 'release', 0.0, 0], ['2014-07-20', 'feature', 0.0, 0], ['2014-07-20', 'bug', 0.0, 0], ['2014-07-20', 'chore', 0.0, 0], ['2014-07-20', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 13, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 6}",6.0,1,36,6,"[74571214, 74083988, 73332884, 74992676, 74405440, 74531054, 74421790, 72740830, 74181228, 73513206, 74323440, 74642918, 73230550]",1.0,7
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-07-21', 'feature', 0.0, 0], ['2014-07-21', 'bug', 0.0, 0], ['2014-07-21', 'chore', 0.0, 2], ['2014-07-21', 'release', 0.0, 0], ['2014-07-22', 'feature', 0.0, 0], ['2014-07-22', 'bug', 0.0, 0], ['2014-07-22', 'chore', 0.0, 0], ['2014-07-22', 'release', 0.0, 0], ['2014-07-23', 'feature', 6.0, 4], ['2014-07-23', 'bug', 0.0, 0], ['2014-07-23', 'chore', 0.0, 1], ['2014-07-23', 'release', 0.0, 0], ['2014-07-24', 'feature', 2.0, 2], ['2014-07-24', 'bug', 0.0, 1], ['2014-07-24', 'chore', 0.0, 4], ['2014-07-24', 'release', 0.0, 0], ['2014-07-25', 'feature', 3.0, 4], ['2014-07-25', 'bug', 0.0, 1], ['2014-07-25', 'chore', 0.0, 2], ['2014-07-25', 'release', 0.0, 1], ['2014-07-26', 'feature', 0.0, 0], ['2014-07-26', 'bug', 0.0, 0], ['2014-07-26', 'chore', 0.0, 0], ['2014-07-26', 'release', 0.0, 0], ['2014-07-27', 'feature', 0.0, 0], ['2014-07-27', 'bug', 0.0, 0], ['2014-07-27', 'chore', 0.0, 0], ['2014-07-27', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 21, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 8}",11.0,1,37,11,"[75131708, 75372912, 74421246, 74721092, 75047396, 74721280, 75534820, 75393576, 75392998, 75393228, 69048760, 74570058, 74539272, 75001684, 73740974, 74015624, 75393882, 70291668, 69380048, 75278320, 75080876, 75532412]",1.0,6
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-07-28', 'feature', 2.0, 1], ['2014-07-28', 'bug', 0.0, 0], ['2014-07-28', 'chore', 0.0, 0], ['2014-07-28', 'release', 0.0, 0], ['2014-07-29', 'feature', 0.0, 1], ['2014-07-29', 'bug', 0.0, 1], ['2014-07-29', 'chore', 0.0, 2], ['2014-07-29', 'release', 0.0, 0], ['2014-07-30', 'feature', 1.0, 1], ['2014-07-30', 'bug', 0.0, 0], ['2014-07-30', 'chore', 0.0, 2], ['2014-07-30', 'release', 0.0, 0], ['2014-07-31', 'feature', 6.0, 3], ['2014-07-31', 'bug', 0.0, 4], ['2014-07-31', 'chore', 0.0, 0], ['2014-07-31', 'release', 0.0, 0], ['2014-08-01', 'feature', 2.0, 2], ['2014-08-01', 'bug', 0.0, 0], ['2014-08-01', 'chore', 0.0, 0], ['2014-08-01', 'release', 0.0, 0], ['2014-08-02', 'feature', 0.0, 0], ['2014-08-02', 'bug', 0.0, 0], ['2014-08-02', 'chore', 0.0, 0], ['2014-08-02', 'release', 0.0, 0], ['2014-08-03', 'feature', 0.0, 0], ['2014-08-03', 'bug', 0.0, 0], ['2014-08-03', 'chore', 0.0, 0], ['2014-08-03', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 17, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 5}",11.0,1,38,11,"[72740894, 75853518, 75825120, 74994436, 74422340, 75860224, 75736710, 76021152, 75851322, 75767498, 72987828, 75451362, 74823266, 75621994, 73635400, 76030996, 75753316]",1.0,7
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-08-04', 'feature', 0.0, 0], ['2014-08-04', 'bug', 0.0, 0], ['2014-08-04', 'chore', 0.0, 1], ['2014-08-04', 'release', 0.0, 0], ['2014-08-05', 'feature', 1.0, 1], ['2014-08-05', 'bug', 0.0, 2], ['2014-08-05', 'chore', 0.0, 2], ['2014-08-05', 'release', 0.0, 0], ['2014-08-06', 'feature', 0.0, 0], ['2014-08-06', 'bug', 0.0, 0], ['2014-08-06', 'chore', 0.0, 4], ['2014-08-06', 'release', 0.0, 0], ['2014-08-07', 'feature', 2.0, 2], ['2014-08-07', 'bug', 0.0, 3], ['2014-08-07', 'chore', 0.0, 3], ['2014-08-07', 'release', 0.0, 0], ['2014-08-08', 'feature', 4.0, 3], ['2014-08-08', 'bug', 0.0, 1], ['2014-08-08', 'chore', 0.0, 0], ['2014-08-08', 'release', 0.0, 0], ['2014-08-09', 'feature', 0.0, 0], ['2014-08-09', 'bug', 0.0, 0], ['2014-08-09', 'chore', 0.0, 0], ['2014-08-09', 'release', 0.0, 1], ['2014-08-10', 'feature', 0.0, 0], ['2014-08-10', 'bug', 0.0, 0], ['2014-08-10', 'chore', 0.0, 0], ['2014-08-10', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 22, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 4}",7.0,1,39,7,"[72296090, 75930128, 75622904, 75727724, 74054086, 76401424, 75854450, 76457522, 76460612, 76460006, 76464216, 76394918, 75932906, 75658922, 73239278, 76020490, 76319440, 76144168, 76296616, 75918476, 74422238, 72994716, 71599548]",1.0,9
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-08-11', 'feature', 0.0, 0], ['2014-08-11', 'bug', 0.0, 0], ['2014-08-11', 'chore', 0.0, 3], ['2014-08-11', 'release', 0.0, 0], ['2014-08-12', 'feature', 1.0, 2], ['2014-08-12', 'bug', 0.0, 2], ['2014-08-12', 'chore', 0.0, 1], ['2014-08-12', 'release', 0.0, 0], ['2014-08-13', 'feature', 0.0, 0], ['2014-08-13', 'bug', 0.0, 0], ['2014-08-13', 'chore', 0.0, 0], ['2014-08-13', 'release', 0.0, 0], ['2014-08-14', 'feature', 6.0, 4], ['2014-08-14', 'bug', 0.0, 1], ['2014-08-14', 'chore', 0.0, 1], ['2014-08-14', 'release', 0.0, 0], ['2014-08-15', 'feature', 0.0, 0], ['2014-08-15', 'bug', 0.0, 0], ['2014-08-15', 'chore', 0.0, 0], ['2014-08-15', 'release', 0.0, 0], ['2014-08-16', 'feature', 0.0, 0], ['2014-08-16', 'bug', 0.0, 0], ['2014-08-16', 'chore', 0.0, 0], ['2014-08-16', 'release', 0.0, 0], ['2014-08-17', 'feature', 2.0, 1], ['2014-08-17', 'bug', 0.0, 0], ['2014-08-17', 'chore', 0.0, 0], ['2014-08-17', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 15, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 4}",9.0,1,40,9,"[76564098, 76573148, 76620970, 76615246, 69670182, 62026388, 76377448, 76824666, 76488842, 76726258, 76032364, 76984816, 76803812, 73271108, 76032510]",1.0,9
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-08-18', 'feature', 0.0, 0], ['2014-08-18', 'bug', 0.0, 0], ['2014-08-18', 'chore', 0.0, 1], ['2014-08-18', 'release', 0.0, 0], ['2014-08-19', 'feature', 0.0, 0], ['2014-08-19', 'bug', 0.0, 0], ['2014-08-19', 'chore', 0.0, 3], ['2014-08-19', 'release', 0.0, 0], ['2014-08-20', 'feature', 0.0, 0], ['2014-08-20', 'bug', 0.0, 0], ['2014-08-20', 'chore', 0.0, 1], ['2014-08-20', 'release', 0.0, 0], ['2014-08-21', 'feature', 5.0, 2], ['2014-08-21', 'bug', 0.0, 1], ['2014-08-21', 'chore', 0.0, 1], ['2014-08-21', 'release', 0.0, 0], ['2014-08-22', 'feature', 6.0, 3], ['2014-08-22', 'bug', 0.0, 0], ['2014-08-22', 'chore', 0.0, 1], ['2014-08-22', 'release', 0.0, 0], ['2014-08-23', 'feature', 0.0, 0], ['2014-08-23', 'bug', 0.0, 0], ['2014-08-23', 'chore', 0.0, 0], ['2014-08-23', 'release', 0.0, 0], ['2014-08-24', 'feature', 0.0, 0], ['2014-08-24', 'bug', 0.0, 0], ['2014-08-24', 'chore', 0.0, 0], ['2014-08-24', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 13, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 4}",11.0,1,41,11,"[76801756, 76642222, 77241316, 77221634, 77243812, 76907564, 77228988, 76906652, 74058560, 77159332, 76895510, 76534736, 76070138]",1.0,9
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-08-25', 'feature', 0.0, 0], ['2014-08-25', 'bug', 0.0, 0], ['2014-08-25', 'chore', 0.0, 2], ['2014-08-25', 'release', 0.0, 0], ['2014-08-26', 'feature', 1.0, 1], ['2014-08-26', 'bug', 0.0, 0], ['2014-08-26', 'chore', 0.0, 1], ['2014-08-26', 'release', 0.0, 0], ['2014-08-27', 'feature', 1.0, 1], ['2014-08-27', 'bug', 0.0, 0], ['2014-08-27', 'chore', 0.0, 0], ['2014-08-27', 'release', 0.0, 0], ['2014-08-28', 'feature', 1.0, 2], ['2014-08-28', 'bug', 0.0, 2], ['2014-08-28', 'chore', 0.0, 0], ['2014-08-28', 'release', 0.0, 0], ['2014-08-29', 'feature', 10.0, 6], ['2014-08-29', 'bug', 0.0, 0], ['2014-08-29', 'chore', 0.0, 1], ['2014-08-29', 'release', 0.0, 0], ['2014-08-30', 'feature', 0.0, 0], ['2014-08-30', 'bug', 0.0, 0], ['2014-08-30', 'chore', 0.0, 0], ['2014-08-30', 'release', 0.0, 0], ['2014-08-31', 'feature', 0.0, 0], ['2014-08-31', 'bug', 0.0, 0], ['2014-08-31', 'chore', 0.0, 0], ['2014-08-31', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 16, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 2}",13.0,1,42,13,"[77469216, 77470626, 77482698, 73220014, 77667248, 77760340, 77393146, 77748992, 77459132, 77261982, 77894442, 77088646, 77415182, 61108276, 77338354, 77089406]",1.0,9
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-09-01', 'feature', 0.0, 0], ['2014-09-01', 'bug', 0.0, 0], ['2014-09-01', 'chore', 0.0, 0], ['2014-09-01', 'release', 0.0, 0], ['2014-09-02', 'feature', 0.0, 0], ['2014-09-02', 'bug', 0.0, 0], ['2014-09-02', 'chore', 0.0, 0], ['2014-09-02', 'release', 0.0, 0], ['2014-09-03', 'feature', 0.0, 0], ['2014-09-03', 'bug', 0.0, 0], ['2014-09-03', 'chore', 0.0, 0], ['2014-09-03', 'release', 0.0, 0], ['2014-09-04', 'feature', 0.0, 0], ['2014-09-04', 'bug', 0.0, 0], ['2014-09-04', 'chore', 0.0, 0], ['2014-09-04', 'release', 0.0, 0], ['2014-09-05', 'feature', 4.0, 4], ['2014-09-05', 'bug', 0.0, 0], ['2014-09-05', 'chore', 0.0, 1], ['2014-09-05', 'release', 0.0, 0], ['2014-09-06', 'feature', 0.0, 0], ['2014-09-06', 'bug', 0.0, 0], ['2014-09-06', 'chore', 0.0, 0], ['2014-09-06', 'release', 0.0, 0], ['2014-09-07', 'feature', 0.0, 0], ['2014-09-07', 'bug', 0.0, 0], ['2014-09-07', 'chore', 0.0, 0], ['2014-09-07', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 5, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 1}",5.0,1,43,4,"[78237330, 77816644, 77647520, 77250924, 77893512]",0.8,11
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2014-09-08', 'feature', 0.0, 0], ['2014-09-08', 'bug', 0.0, 0], ['2014-09-08', 'chore', 0.0, 1], ['2014-09-08', 'release', 0.0, 0], ['2014-09-09', 'feature', 2.0, 2], ['2014-09-09', 'bug', 0.0, 0], ['2014-09-09', 'chore', 0.0, 1], ['2014-09-09', 'release', 0.0, 0], ['2014-09-10', 'feature', 0.0, 0], ['2014-09-10', 'bug', 0.0, 0], ['2014-09-10', 'chore', 0.0, 1], ['2014-09-10', 'release', 0.0, 0], ['2014-09-11', 'feature', 0.0, 0], ['2014-09-11', 'bug', 0.0, 0], ['2014-09-11', 'chore', 0.0, 2], ['2014-09-11', 'release', 0.0, 0], ['2014-09-12', 'feature', 0.0, 1], ['2014-09-12', 'bug', 0.0, 0], ['2014-09-12', 'chore', 0.0, 0], ['2014-09-12', 'release', 0.0, 0], ['2014-09-13', 'feature', 0.0, 0], ['2014-09-13', 'bug', 0.0, 0], ['2014-09-13', 'chore', 0.0, 0], ['2014-09-13', 'release', 0.0, 0], ['2014-09-14', 'feature', 0.0, 0], ['2014-09-14', 'bug', 0.0, 0], ['2014-09-14', 'chore', 0.0, 0], ['2014-09-14', 'release', 0.0, 0]]}","{'cycle_time': 0, 'stories_accepted': 8, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 7}",2.0,1,44,2,"[78311066, 77892888, 78136662, 78043372, 78482382, 78499680, 77555690, 78155904]",1.0,9
